,Unnamed: 0,GID_1,AREA,PM25 microgram per cubic metter,year,iso3,Province,Country name,LC_irrigated_cropland,LC_mosaic_cropland,LC_natural_Vegetation,LC_tree_broadleaved,VALUE_70,LC_tree_needleaved,LC_tree_shrub,LC_herbacious,LC_grassland,LC_sparce_vegetation,LC_urban_areas,LC_water_bodies,LC_cropland,LC_shrubland,LC_tree_flooded,Average_wind_speed,Pop density heads per Sqkm,Average_precipitation,Maximum_temperature
726,726,MYS.6_1,0.135299974194,21.1971914245,2013.0,MYS,Melaka,Malaysia,206800.639235,527686297.781,358454441.34,199631550.408,0.0,0.0,0.0,0.0,0.0,344667.732058,141589504.329,13786709.2823,404777784.5297,0.0,15027513.11772,1.67948717949,435.286934634,114.748717949,31.1685897436
727,727,MYS.6_1,0.135299974194,20.4756836761,2014.0,MYS,Melaka,Malaysia,206800.639235,527272696.503,358730175.526,199424749.769,0.0,0.0,0.0,0.0,0.0,344667.732058,148069257.692,13786709.2823,398780565.991,0.0,14889646.02492,2.1141025641,446.883026373,67.4679487179,30.3033333333
728,728,MYS.6_1,0.135299974194,26.5484848234,2015.0,MYS,Melaka,Malaysia,206800.639235,527203762.956,358730175.526,199424749.769,0.0,0.0,0.0,0.0,0.0,344667.732058,150344064.724,13786709.2823,396574692.506,0.0,14889646.02492,1.71897435897,459.056296708,98.3653846154,30.9735897436
729,729,MYS.6_1,0.135299974194,13.7005173859,2016.0,MYS,Melaka,Malaysia,206800.639235,525342557.203,357420438.144,202113158.079,0.0,0.0,0.0,0.0,0.0,0.0,155031545.88,13786709.2823,392231879.0825,0.0,15372180.8498,1.53358974359,471.506691794,90.6743589744,32.008974359
730,730,MYS.6_1,0.135299974194,10.3860310655,2017.0,MYS,Melaka,Malaysia,206800.639235,524791088.832,357420438.144,201906357.44,0.0,0.0,0.0,0.0,0.0,0.0,158616090.293,13786709.2823,389543470.7725,0.0,15234313.757,1.25987179487,484.45903843,160.170512821,30.7448717949
731,731,MYS.6_1,0.135299974194,12.034811526,2018.0,MYS,Melaka,Malaysia,206800.639235,524653221.739,357351504.598,201561689.708,0.0,0.0,0.0,0.0,0.0,0.0,160063694.768,13786709.2823,388647334.66850007,0.0,15234313.757,1.06794871795,497.405194209,190.470512821,30.7269230769
732,732,MYS.6_1,0.135299974194,20.1813008139,2019.0,MYS,Melaka,Malaysia,206800.639235,524308554.007,357489371.691,201423822.615,0.0,0.0,0.0,0.0,0.0,0.0,160753030.232,13786709.2823,388164799.8435,0.0,15372180.84983,1.44743589744,511.066043777,58.1833333333,32.8256410256
733,733,MYS.6_1,0.135299974194,9.1882483538,2020.0,MYS,Melaka,Malaysia,206800.639235,524446421.1,357489371.691,201354889.068,0.0,0.0,0.0,0.0,0.0,0.0,161373432.15,13786709.2823,387820132.1117,0.0,15027513.11773,1.75512820513,524.742382882,59.4051282051,32.808974359
734,734,MYS.6_1,0.135299974194,10.1282335311,2021.0,MYS,Melaka,Malaysia,,,,,,,,,,,,,,,,2.16282051282,,128.401282051,30.9474358974
735,735,MYS.6_1,0.135299974194,11.7213599944,2022.0,MYS,Melaka,Malaysia,,,,,,,,,,,,,,,,1.57179487179,,53.6717948718,32.1730769231
736,736,MYS.7_1,0.542299896564,14.6518163384,2007.0,MYS,Negeri Sembilan,Malaysia,620401.917705,1737607904.4,1613182853.13,2131149520.86,0.0,0.0,0.0,0.0,0.0,2757341.85647,131180538.821,18405256.8919,1035450800.6492,0.0,26401548.27565,1.79630573248,118.502215965,279.342675159,29.392866242
737,737,MYS.7_1,0.542299896564,14.3972339991,2008.0,MYS,Negeri Sembilan,Malaysia,620401.917705,1730094147.84,1618835403.93,2132183524.06,0.0,0.0,0.0,0.0,0.0,2619474.76364,136212687.709,18405256.8919,1031383721.4101,0.0,26401548.27565,1.33369426752,120.710983216,196.745859873,30.1658280255
738,738,MYS.7_1,0.542299896564,18.3656278881,2009.0,MYS,Negeri Sembilan,Malaysia,620401.917705,1729473745.92,1623798619.27,2125359102.96,0.0,0.0,0.0,0.0,0.0,2619474.76364,142416706.886,18405256.8919,1027523442.8119,0.0,26539415.3685,1.67210191083,122.937531624,155.171656051,29.6638853503
739,739,MYS.7_1,0.542299896564,13.2290429656,2010.0,MYS,Negeri Sembilan,Malaysia,482534.824881,1730438815.57,1625177290.2,2122119226.28,0.0,0.0,0.0,0.0,0.0,2619474.76364,147173121.589,18405256.8919,1023938898.3977,0.0,26401548.27569,1.33136942675,125.246958119,130.718152866,30.4685350318
740,740,MYS.7_1,0.542299896564,18.1468744262,2011.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1732575755.51,1628486100.43,2115363738.73,0.0,0.0,0.0,0.0,0.0,2619474.76364,152549938.209,18336323.3455,1020285420.4383,0.0,26125814.09004,1.5124522293,127.697487145,308.591401274,29.1886305732
741,741,MYS.7_1,0.542299896564,18.3652590842,2012.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1736367100.56,1639791202.04,2096682747.66,0.0,0.0,0.0,0.0,0.0,2757341.85647,157375286.458,18336323.3455,1020492221.0774,0.0,24540342.52258,1.14627388535,130.051000361,193.026751592,30.2897770701
742,742,MYS.7_1,0.542299896564,20.3032823021,2013.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1737952572.13,1641100939.42,2092891402.6,0.0,0.0,0.0,0.0,0.0,2757341.85647,166129846.852,18336323.3455,1012633796.7861,0.0,24540342.52258,1.40595541401,132.640045046,167.192038217,30.3147770701
743,743,MYS.7_1,0.542299896564,20.6104554639,2014.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1715342368.91,1645030151.57,2113019998.16,0.0,0.0,0.0,0.0,0.0,2688408.31005,175435875.618,18267389.7991,1004017103.4852,0.0,22541269.67663,1.76843949045,135.344423435,103.343312102,29.5465605096
744,744,MYS.7_1,0.542299896564,26.8109348982,2015.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1715204501.81,1644823350.93,2112951064.61,0.0,0.0,0.0,0.0,0.0,2688408.31005,180743758.691,18129522.7063,999260688.7831,0.0,22541269.67663,1.4275477707,138.113363125,129.74044586,30.1230254777
745,745,MYS.7_1,0.542299896564,15.4328231615,2016.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1700659523.52,1632070644.84,2137560340.68,0.0,0.0,0.0,0.0,0.0,2343740.578,189636186.178,18129522.7063,993401337.3383,0.0,22541269.67663,1.29302547771,140.961106242,117.447452229,31.1296178344
746,746,MYS.7_1,0.542299896564,13.2657569676,2017.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1696937112.02,1627589964.33,2142799290.21,0.0,0.0,0.0,0.0,0.0,2343740.578,197287809.83,18129522.7063,988713856.1814,0.0,22541269.67663,1.0852866242,143.919414296,235.400955414,29.8949044586
747,747,MYS.7_1,0.542299896564,14.7378757119,2018.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1706794609.15,1629451170.08,2127771777.09,0.0,0.0,0.0,0.0,0.0,2274807.03158,198735414.305,18129522.7063,990643995.481,0.0,22541269.67663,0.708280254777,146.976544128,298.112101911,29.8598726115
748,748,MYS.7_1,0.542299896564,20.4785174219,2019.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1706794609.15,1626900628.86,2131563122.14,0.0,0.0,0.0,0.0,0.0,2274807.03158,199493683.315,18129522.7063,988575989.0893,0.0,22610203.22303,1.33630573248,150.137077406,66.5140127389,32.1057324841
749,749,MYS.7_1,0.542299896564,11.4806380139,2020.0,MYS,Negeri Sembilan,Malaysia,413601.27847,1706725675.61,1626900628.86,2131632055.69,0.0,0.0,0.0,0.0,0.0,2274807.03158,199562616.862,18129522.7063,988507055.5433,0.0,22610203.22303,1.69331210191,153.386651144,96.9375796178,32.3455414013
750,750,MYS.7_1,0.542299896564,12.5337267304,2021.0,MYS,Negeri Sembilan,Malaysia,,,,,,,,,,,,,,,,1.67324840764,,168.202547771,30.0888535032
751,751,MYS.7_1,0.542299896564,14.5496404267,2022.0,MYS,Negeri Sembilan,Malaysia,,,,,,,,,,,,,,,,1.44617834395,,68.2710191083,31.3601910828
752,752,MYS.8_1,2.91779944347,13.6782267491,2007.0,MYS,Pahang,Malaysia,9306028.76557,7067618646.49,5534812308.48,19765522563.2,0.0,0.0,413601.27847,275734.185647,0.0,20611130.3771,58248846.7178,200941287.79,1489309270.224,0.0,1866306835.5473,1.7511575179,32.3087275061,479.688126492,28.1969451074
753,753,MYS.8_1,2.91779944347,12.3816676912,2008.0,MYS,Pahang,Malaysia,9306028.76557,7090228849.71,5597128234.44,19654608487.1,0.0,0.0,413601.27847,275734.185647,0.0,23023804.5015,61695524.0384,198321813.026,1513367077.921,0.0,1864997098.167,1.42461217184,32.8197006879,327.709009547,29.0295167064
754,754,MYS.8_1,2.91779944347,16.3680032934,2009.0,MYS,Pahang,Malaysia,9719630.04404,7098914476.56,5652895473.49,19564788076.1,0.0,0.0,413601.27847,275734.185647,0.0,25574345.7187,65555802.6375,205904503.132,1531014065.804,0.0,1858310544.1665,1.73891408115,33.3714032098,406.497016706,28.344552506
755,755,MYS.8_1,2.91779944347,11.861399008,2010.0,MYS,Pahang,Malaysia,9581762.95122,7157094389.73,5715693934.27,19418993625.4,0.0,0.0,413601.27847,275734.185647,0.0,29779292.0498,68588878.6796,206524905.049,1562861364.241,0.0,1843558765.2347,1.37116945107,33.9013386539,216.607100239,29.2676789976
756,756,MYS.8_1,2.91779944347,15.518154096,2011.0,MYS,Pahang,Malaysia,9650696.49763,7184185273.47,5753055916.42,19332826692.4,0.0,0.0,413601.27847,275734.185647,0.0,31916231.9886,72724891.4643,207421041.153,1588366776.413,0.0,1832529397.81,1.58748806683,34.4589090793,546.531801909,28.1654057279
757,757,MYS.8_1,2.91779944347,16.567965604,2012.0,MYS,Pahang,Malaysia,9719630.04404,7218514179.59,5803928873.67,19220602878.9,0.0,0.0,413601.27847,275734.185647,0.0,34397839.6594,78859977.0949,207421041.153,1623040350.2569995,0.0,1816192147.3044,1.27323389021,35.007599101,387.901610979,28.9921002387
758,758,MYS.8_1,2.91779944347,16.2578483804,2013.0,MYS,Pahang,Malaysia,9857497.13686,7224442464.58,5832949896.71,19150152794.4,0.0,0.0,413601.27847,275734.185647,0.0,41429061.3934,90371879.3457,207352107.606,1659368329.22,0.0,1796752887.2159002,1.38406324582,35.5930628291,331.746658711,29.0556921241
759,759,MYS.8_1,2.91779944347,17.0475769426,2014.0,MYS,Pahang,Malaysia,10133231.3225,7292548808.43,5924355779.25,18932736389.0,0.0,0.0,413601.27847,275734.185647,0.0,54043900.3867,103469253.164,195495537.623,1738710841.145,0.0,1761183177.2716,1.76109785203,36.1784421791,210.122911695,28.3062171838
760,760,MYS.8_1,2.91779944347,22.379289182,2015.0,MYS,Pahang,Malaysia,9995364.22969,7291376938.14,5924286845.71,18932736389.0,0.0,0.0,413601.27847,275734.185647,0.0,54043900.3867,113257816.754,195495537.623,1730507749.121,0.0,1760976376.6324,1.53624701671,36.7795688165,218.762171838,28.9206682578
761,761,MYS.8_1,2.91779944347,13.827925147,2016.0,MYS,Pahang,Malaysia,10202164.8689,7349281117.13,5935316213.13,18761160792.0,0.0,0.0,1034003.19617,275734.185647,0.0,70450084.4327,124562918.366,197494610.469,1844110233.608,0.0,1719478381.6948998,1.30553102625,37.3792122411,200.178400955,29.9826968974
762,762,MYS.8_1,2.91779944347,12.7632531431,2017.0,MYS,Pahang,Malaysia,8754560.39428,7363067826.41,5937039551.79,18681611479.5,0.0,0.0,1034003.19617,275734.185647,0.0,81065850.5801,134627216.142,197494610.469,1917593394.077,0.0,1690802026.3875,1.13017899761,38.0110814873,459.787231504,28.7034606205
763,763,MYS.8_1,2.91779944347,14.16179999,2018.0,MYS,Pahang,Malaysia,9099228.12634,7400498742.11,5946759181.84,18562287510.6,0.0,0.0,1034003.19617,275734.185647,0.0,88372806.4997,140555501.133,197494610.469,2003070991.632,0.0,1663917943.2862,0.711276849642,38.6454758079,640.640155131,28.5724940334
764,764,MYS.8_1,2.91779944347,18.3134621949,2019.0,MYS,Pahang,Malaysia,9306028.76557,7445305547.28,5993771860.49,18421111607.6,0.0,0.0,1034003.19617,275734.185647,0.0,94438958.5839,141589504.329,197494610.469,2074141477.98,0.0,1634896920.247,1.5285202864,39.3122414583,130.103639618,30.7732696897
765,765,MYS.8_1,2.91779944347,11.0157036235,2020.0,MYS,Pahang,Malaysia,9443895.85839,7457231050.81,6014934459.24,18379820413.3,0.0,0.0,1034003.19617,275734.185647,0.0,97472034.626,146621653.218,197494610.469,2089168991.093,0.0,1619869407.1261,1.82207637232,39.9795512114,166.620346062,30.9279832936
766,766,MYS.8_1,2.91779944347,11.7595105947,2021.0,MYS,Pahang,Malaysia,,,,,,,,,,,,,,,,1.68442720764,,387.993556086,28.794928401
767,767,MYS.8_1,2.91779944347,14.801833579,2022.0,MYS,Pahang,Malaysia,,,,,,,,,,,,,,,,1.57070405728,,128.371300716,29.9160501193
768,768,MYS.9_1,1.70269967524,15.6672872481,2007.0,MYS,Perak,Malaysia,13579908.6431,3158052561.76,2527586346.28,12095355787.6,0.0,0.0,137867.092823,0.0,0.0,8134158.47657,222379620.724,511762648.56,1740296312.708,0.0,723802237.322,2.05197969543,89.8605267318,301.567208122,29.1212284264
769,769,MYS.9_1,1.70269967524,14.8222528968,2008.0,MYS,Perak,Malaysia,13648842.1895,3129031538.72,2540821587.19,12105695819.5,0.0,0.0,137867.092823,0.0,0.0,8134158.47657,233546855.243,509625708.621,1733816559.3449998,0.0,726628512.725,1.69095431472,91.2709753946,231.510050761,29.8561522843
770,770,MYS.9_1,1.70269967524,17.8572326222,2009.0,MYS,Perak,Malaysia,13304174.4574,3079468318.85,2541648789.74,12151260893.7,0.0,0.0,137867.092823,0.0,0.0,8478826.20863,243197551.74,513417053.674,1722993992.559,0.0,727179981.097,1.83897461929,92.6981995262,366.226091371,29.1040913706
771,771,MYS.9_1,1.70269967524,14.1085041436,2010.0,MYS,Perak,Malaysia,13097373.8182,3079950853.67,2553298559.09,12135819779.3,0.0,0.0,137867.092823,0.0,0.0,8478826.20863,254157985.62,514106389.138,1714859834.082,0.0,727179981.0960001,1.71639593909,94.107937239,209.914517766,30.2018781726
772,772,MYS.9_1,1.70269967524,18.5736007527,2011.0,MYS,Perak,Malaysia,13097373.8182,3078227515.01,2567223135.46,12110865835.5,0.0,0.0,137867.092823,0.0,0.0,8272025.5694,263601881.478,513968522.045,1719133713.96,0.0,726559579.178,1.82520812183,95.629715464,385.229847716,29.160964467
773,773,MYS.9_1,1.70269967524,19.4649908973,2012.0,MYS,Perak,Malaysia,12959506.7254,3081605258.79,2590729474.79,12075640793.3,0.0,0.0,137867.092823,0.0,0.0,8134158.47657,275251650.822,513968522.045,1721063853.259,0.0,721596363.837,1.64297461929,97.0736974522,254.838071066,29.8450456853
774,774,MYS.9_1,1.70269967524,17.3530627865,2013.0,MYS,Perak,Malaysia,12959506.7254,3075952707.98,2591005208.97,12076881597.1,0.0,0.0,137867.092823,0.0,0.0,8134158.47657,320265256.628,513761721.406,1682530000.815,0.0,719459423.8989999,1.73704568528,98.5884856327,318.36964467,29.9036040609
775,775,MYS.9_1,1.70269967524,20.5652962849,2014.0,MYS,Perak,Malaysia,13028440.2718,3009018234.41,2577218499.69,12130718696.9,0.0,0.0,137867.092823,0.0,0.0,8203092.02298,337774377.417,535613655.618,1673844373.968,0.0,715530211.753,1.94139086294,100.114682725,162.975939086,29.294142132
776,776,MYS.9_1,1.70269967524,23.6937099746,2015.0,MYS,Perak,Malaysia,13028440.2718,3008259965.4,2577218499.69,12130442962.7,0.0,0.0,137867.092823,0.0,0.0,8203092.02298,345288133.976,535544722.072,1667433554.151,0.0,715530211.753,1.80913705584,101.669445971,123.088527919,29.8367411168
777,777,MYS.9_1,1.70269967524,16.7995536414,2016.0,MYS,Perak,Malaysia,13166307.3646,3007363829.3,2583146784.68,12097010192.7,0.0,0.0,137867.092823,0.0,0.0,7996291.38375,363624457.321,534234984.69,1679290124.134,0.0,715116610.475,1.64287309645,103.259052513,172.662335025,30.7554314721
778,778,MYS.9_1,1.70269967524,15.038403713,2017.0,MYS,Perak,Malaysia,13166307.3646,3008949300.87,2597967497.16,12073365986.3,0.0,0.0,137867.092823,0.0,0.0,7789490.74451,371207147.427,534234984.69,1681082396.341,0.0,713186471.174,1.8549035533,104.887464075,355.592588832,29.5372588832
779,779,MYS.9_1,1.70269967524,16.5535267452,2018.0,MYS,Perak,Malaysia,13717775.7359,3014670785.22,2606515256.92,12049101377.9,0.0,0.0,137867.092823,0.0,0.0,7651623.65169,374309157.015,534234984.69,1691077760.571,0.0,709670860.308,1.31035532995,106.530667979,475.519492386,29.5046700508
780,780,MYS.9_1,1.70269967524,21.0010688889,2019.0,MYS,Perak,Malaysia,13924576.3751,3007432762.85,2599208301.0,12062612353.0,0.0,0.0,137867.092823,0.0,0.0,7651623.65169,376515030.5,534234984.69,1691973896.674,0.0,707396053.276,1.69796954315,108.236241715,129.86893401,31.2807106599
781,781,MYS.9_1,1.70269967524,14.233593708,2020.0,MYS,Perak,Malaysia,13442041.5503,3002400613.96,2592866414.73,12076123328.1,0.0,0.0,137867.092823,0.0,0.0,7651623.65169,378789837.532,534097117.597,1690457358.653,0.0,705121246.2440001,1.82862944162,109.952035677,86.0594923858,31.434822335
782,782,MYS.9_1,1.70269967524,14.5468138825,2021.0,MYS,Perak,Malaysia,,,,,,,,,,,,,,,,1.72131979695,,221.702639594,29.8731979695
783,783,MYS.9_1,1.70269967524,15.2694837656,2022.0,MYS,Perak,Malaysia,,,,,,,,,,,,,,,,1.76426395939,,113.962335025,30.5253807107
2160,2160,THA.1_1,0.274199947701,27.0323486558,2007.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,3584544.4134,29986092.6891,3010672639.523,19094592.35605,0.0,2.62802547771,77.3492918571,0.696815286624,30.05
2161,2161,THA.1_1,0.274199947701,28.2943836535,2008.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,3722411.50623,29986092.6891,3011844509.816,17784854.97425,0.0,2.09031847134,75.5650606378,1.44394904459,30.6838216561
2162,2162,THA.1_1,0.274199947701,22.784901532,2009.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,3998145.69187,29986092.6891,3011568775.636,17784854.97425,0.0,2.38082802548,73.8404775297,0.0,28.8655414013
2163,2163,THA.1_1,0.274199947701,26.083369783,2010.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,4480680.51676,29986092.6891,3011086240.806,17784854.97425,0.0,1.49248407643,72.1090971591,9.55796178344,30.9422292994
2164,2164,THA.1_1,0.274199947701,27.1778628497,2011.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,4825348.24881,29986092.6891,3010741573.076,17784854.97425,0.0,3.32025477707,70.422109423,0.42101910828,29.7670063694
2165,2165,THA.1_1,0.274199947701,21.633770951,2012.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,5859351.44499,29986092.6891,3009707569.876,17784854.97425,0.0,1.98452229299,68.7989349676,5.35031847134,30.8398089172
2166,2166,THA.1_1,0.274199947701,25.608643337,2013.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,7100155.2804,29986092.6891,3008466766.046,17784854.97425,0.0,1.87974522293,67.2141090789,7.99426751592,30.9141401274
2167,2167,THA.1_1,0.274199947701,25.7906637338,2014.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,8754560.39428,29986092.6891,3006812360.926,17784854.97425,0.0,1.93815286624,65.665818517,0.0,29.0868789809
2168,2168,THA.1_1,0.274199947701,21.1354120972,2015.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,9926430.68328,29986092.6891,3005640490.636,17784854.97425,0.0,1.96,64.1468849979,0.500636942675,30.1205095541
2169,2169,THA.1_1,0.274199947701,25.9067104258,2016.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,9926430.68328,29986092.6891,3005640490.636,17784854.97425,0.0,1.35662420382,62.661882484,8.33439490446,30.6012738854
2170,2170,THA.1_1,0.274199947701,22.1946753948,2017.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,9926430.68328,29986092.6891,3005640490.636,17784854.97425,0.0,2.49968152866,61.2082304783,0.902547770701,30.8484076433
2171,2171,THA.1_1,0.274199947701,23.2271334685,2018.0,THA,Amnat Charoen,Thailand,21507266.4804,15923649.2211,19990728.4594,63625663.3379,0.0,0.0,41980529.7647,0.0,18818858.1704,0.0,9926430.68328,29986092.6891,3005640490.636,17784854.97425,0.0,1.74331210191,59.7947427519,0.294267515924,30.521656051
2172,2172,THA.1_1,0.274199947701,20.6272063746,2019.0,THA,Amnat Charoen,Thailand,21300465.8412,15923649.2211,19990728.4594,64452865.8949,0.0,0.0,41704795.579,0.0,18818858.1704,0.0,9926430.68328,29986092.6891,3005157955.816,17922722.06705,0.0,1.93566878981,58.4093336666,0.000636942675159,32.5242038217
2173,2173,THA.1_1,0.274199947701,22.5029540545,2020.0,THA,Amnat Charoen,Thailand,21300465.8412,15923649.2211,19921794.913,64452865.8949,0.0,0.0,41773729.1254,0.0,18818858.1704,0.0,9926430.68328,29986092.6891,3005157955.816,17922722.06705,0.0,1.19554140127,57.06362352,4.28089171975,32.5203821656
2174,2174,THA.1_1,0.274199947701,21.4641502542,2021.0,THA,Amnat Charoen,Thailand,,,,,,,,,,,,,,,,2.55159235669,,0.0,28.750955414
2175,2175,THA.1_1,0.274199947701,21.0224653574,2022.0,THA,Amnat Charoen,Thailand,,,,,,,,,,,,,,,,1.1178343949,,2.42738853503,31.9191082803
2176,2176,THA.10_1,1.89419963871,34.7124221061,2007.0,THA,Chiang Mai,Thailand,548090627.519,472263726.466,2561777385.3,4124363015.35,2698127940.1,0.0,5878308170.25,206800.639235,9857497.13686,0.0,41222260.7542,74655030.7638,3193484404.6140003,1521776970.5830002,275734.185647,1.22056169429,60.9471161541,0.00920810313076,27.4274401473
2177,2177,THA.10_1,1.89419963871,28.0301710422,2008.0,THA,Chiang Mai,Thailand,547952760.426,472194792.92,2562742454.95,4119468733.56,2697300737.54,0.0,5884167521.7,206800.639235,9857497.13686,0.0,42807732.3216,74655030.7638,3191829999.495,1521018701.573,275734.185647,1.05314917127,61.84731491,11.894014733,28.0291344383
2178,2178,THA.10_1,1.89419963871,31.3271671288,2009.0,THA,Chiang Mai,Thailand,547470225.601,472263726.466,2563293923.32,4117331793.62,2696128867.25,0.0,5894714354.3,206800.639235,9857497.13686,0.0,44255336.7963,74655030.7638,3191140664.032,1512126274.085,275734.185647,1.16374769797,62.7535334954,0.0156537753223,26.2704051565
2179,2179,THA.10_1,1.89419963871,30.3938179512,2010.0,THA,Chiang Mai,Thailand,546849823.683,472194792.92,2563638591.05,4123535812.8,2697576471.73,0.0,5916497354.96,206800.639235,9857497.13686,0.0,45634007.7245,74655030.7638,3190864929.852,1480830444.014,275734.185647,0.909843462247,63.6901533273,9.02541436464,28.4311786372
2180,2180,THA.10_1,1.89419963871,27.7218350646,2011.0,THA,Chiang Mai,Thailand,546505155.951,472608394.198,2566809534.18,4145456680.56,2699299810.39,0.0,5929732595.88,206800.639235,9857497.13686,0.0,47150545.7456,74655030.7638,3188727989.913,1439056714.89,275734.185647,1.25269797422,64.6235527736,4.93848987109,26.1819521179
2181,2181,THA.10_1,1.89419963871,30.2288670506,2012.0,THA,Chiang Mai,Thailand,545402219.209,472884128.384,2569429008.95,4148282955.96,2699437677.48,0.0,5929732595.88,206800.639235,9857497.13686,0.0,49701086.9628,74655030.7638,3187004651.248,1433610964.722,275734.185647,0.882108655617,65.5761881234,4.11473296501,28.4324309392
2182,2182,THA.10_1,1.89419963871,29.7112923519,2013.0,THA,Chiang Mai,Thailand,541059405.785,472884128.384,2569429008.95,4151040297.82,2699920212.3,0.0,5933868608.66,206800.639235,9788563.59045,0.0,57835245.4394,74655030.7638,3183557973.928,1425959341.071,275734.185647,1.04569060773,66.5310574156,12.3163904236,27.7230570902
2183,2183,THA.10_1,1.89419963871,29.8706313795,2014.0,THA,Chiang Mai,Thailand,534510718.876,472884128.384,2554884030.65,4152625769.38,2712603984.84,0.0,5974677268.14,206800.639235,9788563.59045,0.0,69967549.6078,74655030.7638,3178387957.948,1372742643.241,0.0,0.985534069982,67.5112286088,0.0,26.1220441989
2184,2184,THA.10_1,1.89419963871,27.8913419753,2015.0,THA,Chiang Mai,Thailand,530926174.462,472677327.745,2554884030.65,4152625769.38,2712603984.84,0.0,5974539401.04,206800.639235,9788563.59045,0.0,76240502.3313,74655030.7638,3176044217.368,1372742643.241,0.0,0.934189686924,68.5097570992,27.2988950276,26.6528453039
2185,2185,THA.10_1,1.89419963871,27.8831485444,2016.0,THA,Chiang Mai,Thailand,530167905.452,462061561.597,2379034553.76,4137805056.9,2852883751.79,0.0,6006042031.75,206800.639235,9788563.59045,0.0,76309435.8777,74655030.7638,3162119640.997,1247972924.237,0.0,1.09870165746,69.5176196517,13.9203499079,27.1376611418
2186,2186,THA.10_1,1.89419963871,25.6503589791,2017.0,THA,Chiang Mai,Thailand,529547503.534,459786754.566,2343326976.72,4130015566.16,2868255932.64,0.0,6029410503.99,68933.5464116,9788563.59045,0.0,77619173.2595,74655030.7638,3158052561.7590003,1237770759.367,0.0,0.788314917127,70.5468317543,11.2739410681,27.4845303867
2187,2187,THA.10_1,1.89419963871,25.5573698528,2018.0,THA,Chiang Mai,Thailand,528789234.524,459924621.658,2313271950.48,4099478005.1,2876665825.3,0.0,6052227507.85,68933.5464116,9788563.59045,0.0,78032774.538,74655030.7638,3152262143.862,1249075860.979,0.0,0.40211786372,71.5823025444,1.49281767956,27.0169429098
2188,2188,THA.10_1,1.89419963871,30.5170361965,2019.0,THA,Chiang Mai,Thailand,528030965.513,461992628.051,2220349529.92,4119261932.92,2915957946.76,0.0,6104685936.67,68933.5464116,9788563.59045,0.0,78032774.538,74655030.7638,3146678526.594,1208611869.236,0.0,0.509760589319,72.6360141817,15.4819521179,29.7091160221
2189,2189,THA.10_1,1.89419963871,29.9549519307,2020.0,THA,Chiang Mai,Thailand,527962031.967,463233431.886,2214972713.3,4126155287.56,2918301687.34,0.0,6107236477.89,68933.5464116,9788563.59045,0.0,78032774.538,74655030.7638,3146816393.694,1201304913.315,0.0,1.07965009208,73.7077011285,0.199723756906,28.9825966851
2190,2190,THA.10_1,1.89419963871,29.3982419806,2021.0,THA,Chiang Mai,Thailand,,,,,,,,,,,,,,,,1.08683241252,,1.0544198895,28.7114180479
2191,2191,THA.10_1,1.89419963871,26.8071850828,2022.0,THA,Chiang Mai,Thailand,,,,,,,,,,,,,,,,0.902302025783,,10.6730202578,28.3860036832
